name,page-name,page-id,likes,talking-about,party,dist,percent
蘇震清,『蘇震清-我們承擔起責任』,su7666636,6182,265,民進黨,屏東縣第1選舉區,4.286638628275639
王進士,王進士,854760791227828,14624,5098,國民黨,屏東縣第2選舉區,34.860503282275715
鍾佳濱,鍾佳濱,cafe1965,15703,3273,民進黨,屏東縣第2選舉區,20.84315099025664
許謹如,屏東女飛人-許謹如,514483485382561,609,1673,國民黨,屏東縣第3選舉區,274.71264367816093
莊瑞雄,莊瑞雄-雄有戰力,dpp.greenbear,2005,305,民進黨,屏東縣第3選舉區,15.211970074812967
黃昭展,黃昭展在地服務團隊,pingtungH,12185,1277,無黨籍,屏東縣第3選舉區,10.480098481739844
丁勇智,自由台灣黨 丁勇智立委競選總部後援會,1664488257138527,116,121,自由台灣黨,屏東縣第3選舉區,104.3103448275862
陳建閣,陳建閣,taitungjacky,1350,99,國民黨,臺東縣選舉區,7.333333333333333
劉櫂豪,劉櫂豪,ZhaoHaoLiu,11342,2211,民進黨,臺東縣選舉區,19.493916416857697
王廷升,王廷升,174625412640734,867,90,國民黨,花蓮縣選舉區,10.380622837370241
蕭美琴,蕭美琴,Bikhim,53407,7153,民進黨,花蓮縣選舉區,13.393375400228436
陳雙全,陳雙全,PGgogo,1168,49,國民黨,澎湖縣選舉區,4.195205479452055
楊曜,楊曜Yangyao,220796314615357,1713,219,民進黨,澎湖縣選舉區,12.784588441331
冼義哲,冼義哲,Che.Political,1675,185,樹黨,澎湖縣選舉區,11.044776119402986
陳滄江,陳滄江,173281682704778,6547,56,民進黨,金門縣選舉區,0.8553535970673591
吳成典,吳成典-點點青年軍,island.power.young.point,2493,1120,新黨,金門縣選舉區,44.925792218210994
陳德輝,陳德輝-與您一起返金逐夢的立法委員候選人,kinmem.dream,97,101,台灣工黨,金門縣選舉區,104.1237113402062
高丹樺,高丹樺 作家,danhuakao,2065,4778,軍公教聯盟黨,金門縣選舉區,231.38014527845036
蘇柏豪,蘇柏豪,twporcupine,2679,216,樹黨,連江縣選舉區,8.062709966405375
陳瑩,陳瑩-Ying  Chen原住民族事務廣場,808141885898192,6290,1362,民進黨,平地原住民選舉區,21.65341812400636
吳國譽,吳國譽 Rahic Amind,1981yu,2152,1701,民國黨,平地原住民選舉區,79.04275092936803
馬躍．比吼,馬躍．比吼 Mayaw Biho,2016mayawbiho,19457,20843,無黨籍,平地原住民選舉區,107.12340031865139
達佶祐・卡造,達佶祐・卡造,takiyokacaw,394,274,軍公教聯盟黨,平地原住民選舉區,69.54314720812182
柯荏耀,柯荏耀,Trueman1219,81,2,無黨籍,平地原住民選舉區,2.4691358024691357
達摩·阿雄,達摩·阿雄,632081320265155,12,5,無黨籍,平地原住民選舉區,41.66666666666667
孔文吉,孔文吉,134086613358799,1200,17,國民黨,山地原住民選舉區,1.4166666666666665
簡東明,簡東明(Uliw.Qaljupayare),uliw.qaljupayare,2545,374,國民黨,山地原住民選舉區,14.695481335952849
高金素梅,高金素梅(吉娃斯．阿麗),giwas888,12947,5890,無黨團結聯盟,山地原住民選舉區,45.49316443963853
林信義,林信義,WaTanDoPow,1108,235,信心希望聯盟,山地原住民選舉區,21.209386281588447
尤命‧蘇樣,尤命蘇樣-山原立委候選人-獨立參選,twsuyan,248,285,無黨籍,山地原住民選舉區,114.91935483870968
林世偉,林世偉,101608840186679,578,56,無黨籍,山地原住民選舉區,9.688581314878892
王金平,王金平,173927656287650,8743,15350,國民黨,不分區,175.56902664989133
曾銘宗,曾銘宗,TsengMingChung,12751,115,國民黨,不分區,0.9018900478393852
黃昭順,黃昭順-鐵的康乃馨,KHshun,7456,347,國民黨,不分區,4.653969957081545
吳志揚,吳志揚,johnwu28,3785,62,國民黨,不分區,1.6380449141347424
張麗善,張麗善粉絲團,yunlin.lishan,55442,3135,國民黨,不分區,5.6545579163810835
王育敏,兒少尖兵-立法委員王育敏,151758448274492,4210,253,國民黨,不分區,6.009501187648456
林奕華,林奕華之奕想華園,209010448523,2330,10,國民黨,不分區,0.4291845493562232
李貴敏,李貴敏委員粉絲團,lystaceylee,1633,196,國民黨,不分區,12.002449479485609
徐巧芯,徐巧芯,HsuChiaoHsin,12341,5304,國民黨,不分區,42.978688923101856
李正皓,李正皓,869453123161828,546,1471,國民黨,不分區,269.4139194139194
林家興,林家興的復革人生,LJXfight4ROC,2027,136,國民黨,不分區,6.709422792303897
蕭敬嚴,蕭敬嚴 X 革新世代,james.hsiao.1215,708,134,國民黨,不分區,18.926553672316384
顧立雄,顧立雄,Taipei.WellingtonKoo,27605,53,民進黨,不分區,0.19199420394856004
余宛如,余宛如,Yuwanju,1240,14,民進黨,不分區,1.129032258064516
蘇嘉全,蘇嘉全,torosu,102583,117,民進黨,不分區,0.11405398555316183
段宜康,段宜康,tuanyikang,72818,16892,民進黨,不分區,23.197561042599357
鄭麗君,鄭麗君,love.lichiun,11526,103,民進黨,不分區,0.8936317889987854
陳其邁,陳其邁 Chen Chi-Mai,122936517768637,30235,14209,民進黨,不分區,46.99520423350422
尤美女,尤美女立委,yumeinu,15947,111,民進黨,不分區,0.6960556844547563
李應元,李應元-台灣應元團,LoveYingYuan,4897,424,民進黨,不分區,8.658362262609762
林靜儀,林靜儀,LinCYminorta,2417,848,民進黨,不分區,35.0848158874638
徐國勇,前進新台灣－徐國勇律師,tommyhsu47,8484,11310,民進黨,不分區,133.30975954738332
郭正亮,郭正亮,199506260092407,13433,682,民進黨,不分區,5.077049058289288
余莓莓,余莓莓,152375864844407,13825,749,民進黨,不分區,5.417721518987341
黃帝穎,黃帝穎,HuangDiYing,2454,1348,民進黨,不分區,54.930725346373265
賴振昌,台聯立法委員 賴振昌,LaiChanChun,2948,228,台灣團結聯盟,不分區,7.734056987788331
高基讚,高基讚,kao.service1113,658,18,台灣團結聯盟,不分區,2.735562310030395
張素華,張素華,sowhuaa.org,537,43,台灣團結聯盟,不分區,8.007448789571695
周倪安,點亮雙和 周倪安祝您安,tsu.chounian,6100,959,台灣團結聯盟,不分區,15.721311475409836
李卓翰,李卓翰 - 台北市公民參與委員,seeuneed,2747,5,台灣團結聯盟,不分區,0.18201674554058975
鄭秀玲,鄭秀玲,1496899860638873,124,12,時代力量,不分區,9.67741935483871
柯一正,柯一正,koimagelephant,976,9,時代力量,不分區,0.9221311475409836
徐永明,徐永明教授,polymh,24067,3435,時代力量,不分區,14.27265550338638
張麗芬,張麗芬,767570560018771,9438,9745,綠黨社會民主黨聯盟,不分區,103.25280779826234
李根政,李根政,leekc2016,6646,7914,綠黨社會民主黨聯盟,不分區,119.07914535058681
詹順貴,詹順貴,thomas0126,7459,1909,綠黨社會民主黨聯盟,不分區,25.593243062072663
葉大華,葉大華,veranayeh,1549,585,綠黨社會民主黨聯盟,不分區,37.76630083925113
謝英俊,謝英俊建築師 第三建築工作室 Hsieh Ying-Chun,hsiehyingchun,3872,368,綠黨社會民主黨聯盟,不分區,9.50413223140496
許秀雯,同志許秀雯 綠黨不分區,MeVictoriaHSU,5568,1423,綠黨社會民主黨聯盟,不分區,25.55675287356322
李鴻鈞,立法委員李鴻鈞,176709252368240,723,24,親民黨,不分區,3.319502074688797
陳怡潔,立委 陳怡潔 Chen Yi-Chieh,538471059564180,9875,2895,親民黨,不分區,29.31645569620253
李天鐸,李天鐸軍事論壇,timlee88,5420,616,民國黨,不分區,11.365313653136532
葉毓蘭,葉毓蘭,838519366164832,10161,3960,新黨,不分區,38.972542072630645
邱毅,邱毅『談天論地話縱橫』,127907197272507,31015,5058,新黨,不分區,16.308237949379333
王炳忠,王炳忠,bingzhong.wang,9958,2242,新黨,不分區,22.514561156858807
侯漢廷,侯漢廷,HanTingHou,2289,3446,新黨,不分區,150.5460899956313
趙家蓉,趙家蓉服務讚,223335004526185,1925,21,新黨,不分區,1.090909090909091
楊世光,楊世光的新視野,362509207185719,22921,1066,新黨,不分區,4.650756947777148
周芷萱,周芷萱　斬父權獨立劍　老娘就是反骨！,ChihHsuanChouFreeTaiwanParty,1576,762,自由台灣黨,不分區,48.3502538071066
蕭曉玲,蕭曉玲,166352390093354,4820,249,自由台灣黨,不分區,5.165975103734439
郭正典,郭正典的粉絲頁,cdkuo,2315,274,自由台灣黨,不分區,11.83585313174946
蔡丁貴,蔡丁貴教授-台灣堅持的力量,320049491447,19658,3275,自由台灣黨,不分區,16.659884016685318
陶君亮,陶君亮,NewPower.TwinEngines,1874,778,信心希望聯盟,不分區,41.51547491995731
南岳君,南岳君的奇蹟之旅,votenan,1792,549,信心希望聯盟,不分區,30.636160714285715
鄭美珠,鄭美珠,meichu55,487,383,無黨團結聯盟,不分區,78.64476386036962
蔡錦賢,蔡錦賢,269017619899884,5361,11,無黨團結聯盟,不分區,0.20518559970154823
張安樂,張安樂粉絲團,619924111375538,11220,1724,中華統一促進黨,不分區,15.36541889483066
趙福芬,趙福芬,ZhaoFuFen,757,12,中華統一促進黨,不分區,1.5852047556142668
潘翰聲,潘翰聲,panhan3.treesparty,4381,368,樹黨,不分區,8.399908696644601
